id	year	Unemployment(%)	Unemployment(%)_tip	Population(/1000)	Population(/1000)_tip	Temperature Change (Degree Change)	Temperature Change (Degree Change)_tip
47111	2012	0.15		152.40		15.24	
47113	2012	0.13		134.40		13.44	
47115	2012	0.13		132.00		13.20	
47117	2012	0.15		145.20		14.52	
47119	2012	0.20		195.60		19.56	
47121	2012	0.14		142.80		14.28	
47123	2012	0.16		163.20		16.32	
47125	2012	0.19		193.20		19.32	
47127	2012	0.11		108.00		10.80	
47129	2012	0.12		116.40		11.64	
47131	2012	0.14		139.20		13.92	
47133	2012	0.12		124.80		12.48	
47135	2012	0.14		144.00		14.40	
47137	2012	0.21		211.20		21.12	
47139	2012	0.16		160.80		16.08	
47141	2012	0.14		136.80		13.68	
47143	2012	0.12		116.40		11.64	
47145	2012	0.15		152.40		15.24	
47147	2012	0.11		106.80		10.68	
47149	2012	0.12		121.20		12.12	
47151	2012	0.11		114.00		11.40	
47153	2012	0.22		220.80		22.08	
47155	2012	0.15		153.60		15.36	
47157	2012	0.11		110.40		11.04	
47159	2012	0.12		122.40		12.24	
47161	2012	0.15		153.60		15.36	
47163	2012	0.13		133.20		13.32	
47165	2012	0.11		105.60		10.56	
47167	2012	0.12		116.40		11.64	
47169	2012	0.14		139.20		13.92	
47171	2012	0.14		144.00		14.40	
47173	2012	0.12		123.60		12.36	
47175	2012	0.13		128.40		12.84	
47177	2012	0.17		170.40		17.04	
47179	2012	0.15		150.00		15.00	
47181	2012	0.10		103.20		10.32	
47183	2012	0.15		154.80		15.48	
47185	2012	0.16		156.00		15.60	
47187	2012	0.16		162.00		16.20	
47189	2012	0.09		90.00		9.00	
48001	2012	0.11		108.00		10.80	
48003	2012	0.11		112.80		11.28	
48005	2012	0.09		91.20		9.12	
48007	2012	0.11		106.80		10.68	
48009	2012	0.09		87.60		8.76	
48011	2012	0.08		78.00		7.80	
48013	2012	0.06		61.20		6.12	
48015	2012	0.09		94.80		9.48	
48017	2012	0.10		100.80		10.08	
48019	2012	0.06		62.40		6.24	
48021	2012	0.08		81.60		8.16	
48023	2012	0.10		96.00		9.60	
48025	2012	0.06		61.20		6.12	
48027	2012	0.12		123.60		12.36	
48029	2012	0.09		85.20		8.52	
48031	2012	0.09		86.40		8.64	
48033	2012	0.07		69.60		6.96	
48035	2012	0.07		74.40		7.44	
48037	2012	0.10		103.20		10.32	
48039	2012	0.09		93.60		9.36	
48041	2012	0.11		106.80		10.68	
48043	2012	0.07		74.40		7.44	
48045	2012	0.06		61.20		6.12	
48047	2012	0.07		70.80		7.08	
48049	2012	0.12		118.80		11.88	
48051	2012	0.09		86.40		8.64	
48053	2012	0.09		88.80		8.88	
48055	2012	0.08		75.60		7.56	
48057	2012	0.10		98.40		9.84	
48059	2012	0.11		114.00		11.40	
48061	2012	0.08		75.60		7.56	
48063	2012	0.13		129.60		12.96	
48065	2012	0.12		115.20		11.52	
48067	2012	0.08		80.40		8.04	
48069	2012	0.15		150.00		15.00	
48071	2012	0.06		63.60		6.36	
48073	2012	0.13		128.40		12.84	
48075	2012	0.12		116.40		11.64	
48077	2012	0.08		76.80		7.68	
48079	2012	0.09		88.80		8.88	
48081	2012	0.09		86.40		8.64	
48083	2012	0.10		103.20		10.32	
48085	2012	0.08		82.80		8.28	
48087	2012	0.09		93.60		9.36	
48089	2012	0.07		70.80		7.08	
48091	2012	0.08		79.20		7.92	
48093	2012	0.08		79.20		7.92	
48095	2012	0.07		73.20		7.32	
48097	2012	0.10		98.40		9.84	
48099	2012	0.08		78.00		7.80	
48101	2012	0.10		104.40		10.44	
48103	2012	0.07		67.20		6.72	
48105	2012	0.11		114.00		11.40	
48107	2012	0.12		116.40		11.64	
48109	2012	0.08		84.00		8.40	
48111	2012	0.05		54.00		5.40	
48113	2012	0.05		52.80		5.28	
48115	2012	0.10		104.40		10.44	
48117	2012	0.10		104.40		10.44	
48119	2012	0.07		69.60		6.96	
48121	2012	0.10		100.80		10.08	
48123	2012	0.09		92.40		9.24	
48125	2012	0.10		99.60		9.96	
48127	2012	0.07		72.00		7.20	
48129	2012	0.13		132.00		13.20	
48131	2012	0.08		84.00		8.40	
48133	2012	0.15		150.00		15.00	
48135	2012	0.10		100.80		10.08	
48137	2012	0.11		110.40		11.04	
48139	2012	0.08		80.40		8.04	
48141	2012	0.10		103.20		10.32	
48143	2012	0.12		117.60		11.76	
48145	2012	0.09		85.20		8.52	
48147	2012	0.11		114.00		11.40	
48149	2012	0.11		108.00		10.80	
48151	2012	0.07		68.40		6.84	
48153	2012	0.08		76.80		7.68	
48155	2012	0.08		82.80		8.28	
48157	2012	0.07		68.40		6.84	
48159	2012	0.10		99.60		9.96	
48161	2012	0.09		87.60		8.76	
48163	2012	0.08		80.40		8.04	
48165	2012	0.10		100.80		10.08	
48167	2012	0.08		81.60		8.16	
48169	2012	0.10		102.00		10.20	
48171	2012	0.07		68.40		6.84	
48173	2012	0.06		58.80		5.88	
48175	2012	0.06		62.40		6.24	
48177	2012	0.09		94.80		9.48	
48179	2012	0.07		73.20		7.32	
48181	2012	0.11		106.80		10.68	
48183	2012	0.10		104.40		10.44	
48185	2012	0.10		96.00		9.60	
48187	2012	0.12		120.00		12.00	
48189	2012	0.08		80.40		8.04	
48191	2012	0.08		76.80		7.68	
48193	2012	0.11		106.80		10.68	
48195	2012	0.07		72.00		7.20	
48197	2012	0.07		66.00		6.60	
48199	2012	0.09		86.40		8.64	
48201	2012	0.12		121.20		12.12	
48203	2012	0.10		102.00		10.20	
48205	2012	0.10		104.40		10.44	
48207	2012	0.05		51.60		5.16	
48209	2012	0.06		62.40		6.24	
48211	2012	0.08		81.60		8.16	
48213	2012	0.04		36.00		3.60	
48215	2012	0.10		102.00		10.20	
48217	2012	0.14		139.20		13.92	
48219	2012	0.10		102.00		10.20	
48221	2012	0.08		84.00		8.40	
48223	2012	0.09		91.20		9.12	
48225	2012	0.08		78.00		7.80	
48227	2012	0.12		123.60		12.36	
48229	2012	0.09		90.00		9.00	
48231	2012	0.08		78.00		7.80	
48233	2012	0.10		102.00		10.20	
48235	2012	0.10		96.00		9.60	
48237	2012	0.06		64.80		6.48	
48239	2012	0.08		76.80		7.68	
48241	2012	0.09		91.20		9.12	
48243	2012	0.14		142.80		14.28	
48245	2012	0.07		67.20		6.72	
48247	2012	0.13		129.60		12.96	
48249	2012	0.12		120.00		12.00	
48251	2012	0.12		120.00		12.00	
48253	2012	0.11		109.20		10.92	
48255	2012	0.10		98.40		9.84	
48257	2012	0.13		126.00		12.60	
48259	2012	0.11		105.60		10.56	
48261	2012	0.07		72.00		7.20	
48263	2012	0.07		73.20		7.32	
48265	2012	0.07		74.40		7.44	
48267	2012	0.07		72.00		7.20	
48269	2012	0.06		64.80		6.48	
48271	2012	0.06		64.80		6.48	
48273	2012	0.11		106.80		10.68	
48275	2012	0.09		92.40		9.24	
48277	2012	0.08		76.80		7.68	
48279	2012	0.09		93.60		9.36	
48281	2012	0.08		79.20		7.92	
48283	2012	0.07		73.20		7.32	
48285	2012	0.12		118.80		11.88	
48287	2012	0.08		76.80		7.68	
48289	2012	0.08		82.80		8.28	
48291	2012	0.09		94.80		9.48	
48293	2012	0.13		134.40		13.44	
48295	2012	0.09		86.40		8.64	
48297	2012	0.07		73.20		7.32	
48299	2012	0.09		91.20		9.12	
48301	2012	0.09		87.60		8.76	
48303	2012	0.14		138.00		13.80	
48305	2012	0.07		68.40		6.84	
48307	2012	0.08		81.60		8.16	
48309	2012	0.11		109.20		10.92	
48311	2012	0.09		85.20		8.52	
48313	2012	0.09		93.60		9.36	
48315	2012	0.10		104.40		10.44	
48317	2012	0.14		141.60		14.16	
48319	2012	0.06		60.00		6.00	
48321	2012	0.06		64.80		6.48	
48323	2012	0.13		134.40		13.44	
48325	2012	0.16		163.20		16.32	
48327	2012	0.09		85.20		8.52	
48329	2012	0.11		108.00		10.80	
48331	2012	0.07		74.40		7.44	
48333	2012	0.12		122.40		12.24	
48335	2012	0.07		72.00		7.20	
48337	2012	0.10		104.40		10.44	
48339	2012	0.09		93.60		9.36	
48341	2012	0.09		94.80		9.48	
48343	2012	0.06		63.60		6.36	
48345	2012	0.19		187.20		18.72	
48347	2012	0.06		63.60		6.36	
48349	2012	0.08		84.00		8.40	
48351	2012	0.10		100.80		10.08	
48353	2012	0.15		148.80		14.88	
48355	2012	0.08		76.80		7.68	
48357	2012	0.09		92.40		9.24	
48359	2012	0.08		75.60		7.56	
48361	2012	0.07		66.00		6.60	
48363	2012	0.13		133.20		13.32	
48365	2012	0.11		109.20		10.92	
48367	2012	0.09		90.00		9.00	
48369	2012	0.10		100.80		10.08	
48371	2012	0.06		57.60		5.76	
48373	2012	0.14		140.40		14.04	
48375	2012	0.12		123.60		12.36	
48377	2012	0.08		79.20		7.92	
48379	2012	0.21		213.60		21.36	
48381	2012	0.10		102.00		10.20	
48383	2012	0.06		61.20		6.12	
48385	2012	0.07		69.60		6.96	
48387	2012	0.07		73.20		7.32	
48389	2012	0.13		126.00		12.60	
48391	2012	0.17		168.00		16.80	
48393	2012	0.08		84.00		8.40	
48395	2012	0.07		74.40		7.44	
48397	2012	0.10		104.40		10.44	
48399	2012	0.09		93.60		9.36	
48401	2012	0.12		121.20		12.12	
48403	2012	0.11		109.20		10.92	
48405	2012	0.19		190.80		19.08	
48407	2012	0.13		129.60		12.96	
48409	2012	0.12		120.00		12.00	
48411	2012	0.12		117.60		11.76	
48413	2012	0.09		93.60		9.36	
48415	2012	0.13		133.20		13.32	
48417	2012	0.09		86.40		8.64	
48419	2012	0.05		51.60		5.16	
48421	2012	0.10		97.20		9.72	
48423	2012	0.06		58.80		5.88	
48425	2012	0.10		99.60		9.96	
48427	2012	0.09		87.60		8.76	
48429	2012	0.21		213.60		21.36	
48431	2012	0.08		82.80		8.28	
48433	2012	0.06		55.20		5.52	
48435	2012	0.06		57.60		5.76	
48437	2012	0.09		93.60		9.36	
48439	2012	0.08		80.40		8.04	
48441	2012	0.10		98.40		9.84	
48443	2012	0.07		73.20		7.32	
48445	2012	0.09		93.60		9.36	
48447	2012	0.09		92.40		9.24	
48449	2012	0.07		67.20		6.72	
48451	2012	0.09		92.40		9.24	
48453	2012	0.08		84.00		8.40	
48455	2012	0.08		84.00		8.40	
48457	2012	0.11		105.60		10.56	
48459	2012	0.13		126.00		12.60	
48461	2012	0.10		97.20		9.72	
48463	2012	0.07		67.20		6.72	
48465	2012	0.11		106.80		10.68	
48467	2012	0.12		115.20		11.52	
48469	2012	0.09		88.80		8.88	
48471	2012	0.09		94.80		9.48	
48473	2012	0.09		93.60		9.36	
48475	2012	0.11		108.00		10.80	
48477	2012	0.10		102.00		10.20	
48479	2012	0.08		82.80		8.28	
48481	2012	0.11		109.20		10.92	
48483	2012	0.09		94.80		9.48	
48485	2012	0.07		67.20		6.72	
48487	2012	0.10		97.20		9.72	
48489	2012	0.07		66.00		6.60	
48491	2012	0.17		166.80		16.68	
48493	2012	0.09		93.60		9.36	
48495	2012	0.08		82.80		8.28	
48497	2012	0.11		108.00		10.80	
48499	2012	0.12		115.20		11.52	
48501	2012	0.10		100.80		10.08	
48503	2012	0.09		85.20		8.52	
48505	2012	0.08		76.80		7.68	
48507	2012	0.15		151.20		15.12	
49001	2012	0.20		195.60		19.56	
49003	2012	0.05		50.40		5.04	
49005	2012	0.07		67.20		6.72	
49007	2012	0.05		50.40		5.04	
49009	2012	0.08		78.00		7.80	
49011	2012	0.03		32.40		3.24	
49013	2012	0.07		67.20		6.72	
49015	2012	0.08		82.80		8.28	
49017	2012	0.07		74.40		7.44	
49019	2012	0.06		58.80		5.88	
49021	2012	0.06		62.40		6.24	
49023	2012	0.08		75.60		7.56	
49025	2012	0.08		81.60		8.16	
49027	2012	0.05		52.80		5.28	
49029	2012	0.05		48.00		4.80	
49031	2012	0.06		63.60		6.36	
49033	2012	0.05		45.60		4.56	
49035	2012	0.03		33.60		3.36	
49037	2012	0.07		72.00		7.20	
49039	2012	0.10		103.20		10.32	
49041	2012	0.07		67.20		6.72	
49043	2012	0.07		68.40		6.84	
49045	2012	0.07		69.60		6.96	
49047	2012	0.08		76.80		7.68	
49049	2012	0.08		79.20		7.92	
49051	2012	0.06		64.80		6.48	
49053	2012	0.07		72.00		7.20	
49055	2012	0.09		93.60		9.36	
49057	2012	0.05		50.40		5.04	
50001	2012	0.08		84.00		8.40	
50003	2012	0.07		69.60		6.96	
50005	2012	0.08		81.60		8.16	
50007	2012	0.08		84.00		8.40	
50009	2012	0.07		68.40		6.84	
50011	2012	0.09		93.60		9.36	
50013	2012	0.07		74.40		7.44	
50015	2012	0.08		84.00		8.40	
50017	2012	0.08		79.20		7.92	
50019	2012	0.07		66.00		6.60	
50021	2012	0.10		99.60		9.96	
50023	2012	0.10		104.40		10.44	
50025	2012	0.07		73.20		7.32	
50027	2012	0.08		75.60		7.56	
51001	2012	0.07		69.60		6.96	
51003	2012	0.07		73.20		7.32	
51005	2012	0.06		60.00		6.00	
51007	2012	0.10		104.40		10.44	
51009	2012	0.08		84.00		8.40	
51011	2012	0.08		84.00		8.40	
51013	2012	0.08		80.40		8.04	
51015	2012	0.05		50.40		5.04	
51017	2012	0.07		69.60		6.96	
51019	2012	0.06		64.80		6.48	
51021	2012	0.07		74.40		7.44	
51023	2012	0.09		90.00		9.00	
51025	2012	0.07		74.40		7.44	
51027	2012	0.14		136.80		13.68	
51029	2012	0.11		105.60		10.56	
51031	2012	0.09		93.60		9.36	
51033	2012	0.08		79.20		7.92	
51035	2012	0.10		98.40		9.84	
51036	2012	0.14		135.60		13.56	
51037	2012	0.10		104.40		10.44	
51041	2012	0.11		109.20		10.92	
51043	2012	0.08		81.60		8.16	
51045	2012	0.07		73.20		7.32	
51047	2012	0.09		86.40		8.64	
51049	2012	0.09		90.00		9.00	
51051	2012	0.08		84.00		8.40	
51053	2012	0.10		99.60		9.96	
51057	2012	0.10		99.60		9.96	
51059	2012	0.09		92.40		9.24	
51061	2012	0.06		56.40		5.64	
51063	2012	0.06		60.00		6.00	
51065	2012	0.09		85.20		8.52	
51067	2012	0.07		69.60		6.96	
51069	2012	0.09		93.60		9.36	
51071	2012	0.09		87.60		8.76	
51073	2012	0.10		102.00		10.20	
51075	2012	0.07		66.00		6.60	
51077	2012	0.08		80.40		8.04	
51079	2012	0.12		124.80		12.48	
51081	2012	0.07		69.60		6.96	
51083	2012	0.11		109.20		10.92	
51085	2012	0.14		138.00		13.80	
51087	2012	0.08		79.20		7.92	
51089	2012	0.09		86.40		8.64	
51091	2012	0.16		160.80		16.08	
51093	2012	0.07		70.80		7.08	
51095	2012	0.08		75.60		7.56	
51097	2012	0.06		55.20		5.52	
51099	2012	0.09		90.00		9.00	
51101	2012	0.09		90.00		9.00	
51103	2012	0.08		76.80		7.68	
51105	2012	0.09		87.60		8.76	
51107	2012	0.09		85.20		8.52	
51109	2012	0.06		56.40		5.64	
51111	2012	0.10		97.20		9.72	
51113	2012	0.11		109.20		10.92	
51115	2012	0.07		72.00		7.20	
51117	2012	0.06		57.60		5.76	
51119	2012	0.13		126.00		12.60	
51121	2012	0.08		76.80		7.68	
51125	2012	0.08		75.60		7.56	
51127	2012	0.07		74.40		7.44	
51131	2012	0.08		82.80		8.28	
51133	2012	0.08		79.20		7.92	
51135	2012	0.08		78.00		7.80	
51137	2012	0.09		94.80		9.48	
51139	2012	0.09		91.20		9.12	
51141	2012	0.12		117.60		11.76	
51143	2012	0.12		118.80		11.88	
51145	2012	0.12		123.60		12.36	
51147	2012	0.07		72.00		7.20	
51149	2012	0.10		100.80		10.08	
51153	2012	0.09		87.60		8.76	
51155	2012	0.06		63.60		6.36	
51157	2012	0.13		129.60		12.96	
51159	2012	0.07		67.20		6.72	
51161	2012	0.09		86.40		8.64	
51163	2012	0.07		70.80		7.08	
51165	2012	0.07		67.20		6.72	
51167	2012	0.06		63.60		6.36	
51169	2012	0.12		115.20		11.52	
51171	2012	0.12		118.80		11.88	
51173	2012	0.09		91.20		9.12	
51175	2012	0.12		122.40		12.24	
51177	2012	0.09		92.40		9.24	
51179	2012	0.06		61.20		6.12	
51181	2012	0.06		61.20		6.12	
51183	2012	0.09		87.60		8.76	
51185	2012	0.11		114.00		11.40	
51187	2012	0.09		94.80		9.48	
51191	2012	0.08		79.20		7.92	
51193	2012	0.10		98.40		9.84	
51195	2012	0.09		85.20		8.52	
51197	2012	0.08		80.40		8.04	
51199	2012	0.12		116.40		11.64	
51510	2012	0.06		60.00		6.00	
51515	2012	0.06		57.60		5.76	
51520	2012	0.11		106.80		10.68	
51530	2012	0.12		118.80		11.88	
51540	2012	0.10		104.40		10.44	
51550	2012	0.07		74.40		7.44	
51570	2012	0.08		76.80		7.68	
51580	2012	0.10		98.40		9.84	
51590	2012	0.11		109.20		10.92	
51595	2012	0.16		156.00		15.60	
51600	2012	0.14		141.60		14.16	
51610	2012	0.06		64.80		6.48	
51620	2012	0.09		87.60		8.76	
51630	2012	0.13		128.40		12.84	
51640	2012	0.11		109.20		10.92	
51650	2012	0.12		123.60		12.36	
51660	2012	0.09		92.40		9.24	
51670	2012	0.08		76.80		7.68	
51678	2012	0.12		124.80		12.48	
51680	2012	0.11		110.40		11.04	
51683	2012	0.09		92.40		9.24	
51685	2012	0.08		81.60		8.16	
51690	2012	0.06		64.80		6.48	
51700	2012	0.24		240.00		24.00	
51710	2012	0.09		87.60		8.76	
51720	2012	0.10		100.80		10.08	
51730	2012	0.07		66.00		6.60	
51735	2012	0.17		165.60		16.56	
51740	2012	0.06		60.00		6.00	
51750	2012	0.10		100.80		10.08	
51760	2012	0.10		102.00		10.20	
51770	2012	0.12		120.00		12.00	
51775	2012	0.10		103.20		10.32	
51790	2012	0.08		75.60		7.56	
51800	2012	0.09		87.60		8.76	
51810	2012	0.08		79.20		7.92	
51820	2012	0.07		70.80		7.08	
51830	2012	0.10		98.40		9.84	
51840	2012	0.16		162.00		16.20	
53001	2012	0.09		94.80		9.48	
53003	2012	0.08		78.00		7.80	
53005	2012	0.10		97.20		9.72	
53007	2012	0.07		69.60		6.96	
53009	2012	0.08		78.00		7.80	
53011	2012	0.10		102.00		10.20	
53013	2012	0.15		152.40		15.24	
53015	2012	0.10		100.80		10.08	
53017	2012	0.15		153.60		15.36	
53019	2012	0.08		79.20		7.92	
53021	2012	0.14		135.60		13.56	
53023	2012	0.07		74.40		7.44	
53025	2012	0.06		63.60		6.36	
53027	2012	0.09		87.60		8.76	
53029	2012	0.14		140.40		14.04	
53031	2012	0.10		97.20		9.72	
53033	2012	0.09		88.80		8.88	
53035	2012	0.11		105.60		10.56	
53037	2012	0.09		85.20		8.52	
53039	2012	0.09		87.60		8.76	
53041	2012	0.10		97.20		9.72	
53043	2012	0.14		144.00		14.40	
53045	2012	0.09		88.80		8.88	
53047	2012	0.11		112.80		11.28	
53049	2012	0.09		88.80		8.88	
53051	2012	0.13		128.40		12.84	
53053	2012	0.15		145.20		14.52	
53055	2012	0.11		105.60		10.56	
53057	2012	0.06		56.40		5.64	
53059	2012	0.11		109.20		10.92	
53061	2012	0.11		112.80		11.28	
53063	2012	0.12		121.20		12.12	
53065	2012	0.10		99.60		9.96	
53067	2012	0.13		126.00		12.60	
53069	2012	0.09		85.20		8.52	
53071	2012	0.14		136.80		13.68	
53073	2012	0.07		66.00		6.60	
53075	2012	0.09		93.60		9.36	
53077	2012	0.06		56.40		5.64	
54001	2012	0.08		81.60		8.16	
54003	2012	0.11		110.40		11.04	
54005	2012	0.10		102.00		10.20	
54007	2012	0.11		112.80		11.28	
54009	2012	0.10		96.00		9.60	
54011	2012	0.13		133.20		13.32	
54013	2012	0.08		79.20		7.92	
54015	2012	0.15		145.20		14.52	
54017	2012	0.14		142.80		14.28	
54019	2012	0.09		88.80		8.88	
54021	2012	0.10		103.20		10.32	
54023	2012	0.08		78.00		7.80	
54025	2012	0.13		134.40		13.44	
54027	2012	0.10		99.60		9.96	
54029	2012	0.09		93.60		9.36	
54031	2012	0.14		141.60		14.16	
54033	2012	0.12		116.40		11.64	
54035	2012	0.09		85.20		8.52	
54037	2012	0.15		154.80		15.48	
54039	2012	0.08		79.20		7.92	
54041	2012	0.09		85.20		8.52	
54043	2012	0.09		90.00		9.00	
54045	2012	0.13		127.20		12.72	
54047	2012	0.12		117.60		11.76	
54049	2012	0.15		152.40		15.24	
54051	2012	0.08		78.00		7.80	
54053	2012	0.10		104.40		10.44	
54055	2012	0.15		145.20		14.52	
54057	2012	0.08		82.80		8.28	
54059	2012	0.09		94.80		9.48	
54061	2012	0.13		128.40		12.84	
54063	2012	0.06		55.20		5.52	
54065	2012	0.08		78.00		7.80	
54067	2012	0.11		109.20		10.92	
54069	2012	0.11		109.20		10.92	
54071	2012	0.09		93.60		9.36	
54073	2012	0.09		90.00		9.00	
54075	2012	0.12		122.40		12.24	
54077	2012	0.14		135.60		13.56	
54079	2012	0.08		84.00		8.40	
54081	2012	0.08		75.60		7.56	
54083	2012	0.10		96.00		9.60	
54085	2012	0.10		102.00		10.20	
54087	2012	0.11		105.60		10.56	
54089	2012	0.16		156.00		15.60	
54091	2012	0.09		93.60		9.36	
54093	2012	0.09		94.80		9.48	
54095	2012	0.13		130.80		13.08	
54097	2012	0.13		129.60		12.96	
54099	2012	0.11		106.80		10.68	
54101	2012	0.09		92.40		9.24	
54103	2012	0.12		124.80		12.48	
54105	2012	0.15		147.60		14.76	
54107	2012	0.14		136.80		13.68	
54109	2012	0.11		105.60		10.56	
55001	2012	0.14		138.00		13.80	
55003	2012	0.10		99.60		9.96	
55005	2012	0.10		99.60		9.96	
55007	2012	0.09		85.20		8.52	
55009	2012	0.07		74.40		7.44	
55011	2012	0.09		85.20		8.52	
55013	2012	0.07		68.40		6.84	
55015	2012	0.11		109.20		10.92	
55017	2012	0.08		80.40		8.04	
55019	2012	0.08		79.20		7.92	
55021	2012	0.09		91.20		9.12	
55023	2012	0.09		85.20		8.52	
55025	2012	0.10		97.20		9.72	
55027	2012	0.06		64.80		6.48	
55029	2012	0.10		100.80		10.08	
55031	2012	0.08		79.20		7.92	
55033	2012	0.08		78.00		7.80	
55035	2012	0.07		69.60		6.96	
55037	2012	0.07		72.00		7.20	
55039	2012	0.10		97.20		9.72	
55041	2012	0.09		93.60		9.36	
55043	2012	0.10		97.20		9.72	
55045	2012	0.07		73.20		7.32	
55047	2012	0.09		93.60		9.36	
55049	2012	0.09		90.00		9.00	
55051	2012	0.07		74.40		7.44	
55053	2012	0.11		112.80		11.28	
55055	2012	0.09		86.40		8.64	
55057	2012	0.10		96.00		9.60	
55059	2012	0.10		102.00		10.20	
55061	2012	0.12		117.60		11.76	
55063	2012	0.09		87.60		8.76	
55065	2012	0.07		70.80		7.08	
55067	2012	0.07		72.00		7.20	
55069	2012	0.10		102.00		10.20	
55071	2012	0.12		115.20		11.52	
55073	2012	0.10		102.00		10.20	
55075	2012	0.09		92.40		9.24	
55077	2012	0.12		122.40		12.24	
55078	2012	0.10		99.60		9.96	
55079	2012	0.15		152.40		15.24	
55081	2012	0.11		111.60		11.16	
55083	2012	0.08		76.80		7.68	
55085	2012	0.11		109.20		10.92	
55087	2012	0.09		88.80		8.88	
55089	2012	0.09		90.00		9.00	
55091	2012	0.09		86.40		8.64	
55093	2012	0.06		64.80		6.48	
55095	2012	0.07		73.20		7.32	
55097	2012	0.10		100.80		10.08	
55099	2012	0.07		69.60		6.96	
55101	2012	0.11		112.80		11.28	
55103	2012	0.11		111.60		11.16	
55105	2012	0.09		90.00		9.00	
55107	2012	0.13		133.20		13.32	
55109	2012	0.12		121.20		12.12	
55111	2012	0.08		81.60		8.16	
55113	2012	0.08		84.00		8.40	
55115	2012	0.09		85.20		8.52	
55117	2012	0.10		98.40		9.84	
55119	2012	0.10		99.60		9.96	
55121	2012	0.12		115.20		11.52	
55123	2012	0.08		76.80		7.68	
55125	2012	0.08		79.20		7.92	
55127	2012	0.09		85.20		8.52	
55129	2012	0.09		92.40		9.24	
55131	2012	0.09		93.60		9.36	
55133	2012	0.10		97.20		9.72	
55135	2012	0.09		86.40		8.64	
55137	2012	0.10		98.40		9.84	
55139	2012	0.10		98.40		9.84	
55141	2012	0.08		84.00		8.40	
56001	2012	0.09		88.80		8.88	
56003	2012	0.04		43.20		4.32	
56005	2012	0.10		98.40		9.84	
56007	2012	0.07		68.40		6.84	
56009	2012	0.08		81.60		8.16	
56011	2012	0.07		70.80		7.08	
56013	2012	0.06		58.80		5.88	
56015	2012	0.09		88.80		8.88	
56017	2012	0.06		63.60		6.36	
56019	2012	0.07		69.60		6.96	
56021	2012	0.08		80.40		8.04	
56023	2012	0.08		75.60		7.56	
56025	2012	0.08		78.00		7.80	
56027	2012	0.09		87.60		8.76	
56029	2012	0.05		54.00		5.40	
56031	2012	0.06		61.20		6.12	
56033	2012	0.07		74.40		7.44	
56035	2012	0.08		79.20		7.92	
56037	2012	0.05		54.00		5.40	
56039	2012	0.09		88.80		8.88	
56041	2012	0.06		62.40		6.24	
56043	2012	0.09		86.40		8.64	
56045	2012	0.07		70.80		7.08	
72001	2012	0.07		70.80		7.08	
72003	2012	0.26		260.40		26.04	
72005	2012	0.21		214.80		21.48	
72007	2012	0.21		213.60		21.36	
72009	2012	0.22		218.40		21.84	
72011	2012	0.23		230.40		23.04	
72013	2012	0.22		219.60		21.96	
72015	2012	0.20		200.40		20.04	
72017	2012	0.27		272.40		27.24	
72019	2012	0.24		241.20		24.12	
72021	2012	0.24		235.20		23.52	
72023	2012	0.16		163.20		16.32	
72025	2012	0.16		162.00		16.20	
72027	2012	0.19		189.60		18.96	
72029	2012	0.19		187.20		18.72	
72031	2012	0.25		254.40		25.44	
72033	2012	0.16		159.60		15.96	
72035	2012	0.22		219.60		21.96	
72037	2012	0.22		217.20		21.72	
72039	2012	0.21		211.20		21.12	
72041	2012	0.28		283.20		28.32	
72043	2012	0.21		207.60		20.76	
72045	2012	0.28		277.20		27.72	
72047	2012	0.28		280.80		28.08	
72049	2012	0.21		212.40		21.24	
72051	2012	0.14		139.20		13.92	
72053	2012	0.18		182.40		18.24	
72054	2012	0.21		213.60		21.36	
72055	2012	0.26		258.00		25.80	
72057	2012	0.24		238.80		23.88	
72059	2012	0.26		264.00		26.40	
72061	2012	0.27		271.20		27.12	
72063	2012	0.13		127.20		12.72	
72065	2012	0.20		195.60		19.56	
72067	2012	0.20		198.00		19.80	
72069	2012	0.20		196.80		19.68	
72071	2012	0.25		249.60		24.96	
72073	2012	0.23		229.20		22.92	
72075	2012	0.26		262.80		26.28	
72077	2012	0.22		223.20		22.32	
72079	2012	0.23		229.20		22.92	
72081	2012	0.22		223.20		22.32	
72083	2012	0.21		210.00		21.00	
72085	2012	0.22		217.20		21.72	
72087	2012	0.23		230.40		23.04	
72089	2012	0.24		244.80		24.48	
72091	2012	0.24		242.40		24.24	
72093	2012	0.23		230.40		23.04	
72095	2012	0.24		238.80		23.88	
72097	2012	0.31		310.80		31.08	
72099	2012	0.21		214.80		21.48	
72101	2012	0.22		216.00		21.60	
72103	2012	0.26		259.20		25.92	
72105	2012	0.28		278.40		27.84	
72107	2012	0.23		226.80		22.68	
72109	2012	0.27		273.60		27.36	
72111	2012	0.28		283.20		28.32	
72113	2012	0.24		242.40		24.24	
72115	2012	0.19		190.80		19.08	
72117	2012	0.20		201.60		20.16	
72119	2012	0.21		214.80		21.48	
72121	2012	0.21		205.20		20.52	
72123	2012	0.23		226.80		22.68	
72125	2012	0.30		302.40		30.24	
72127	2012	0.21		213.60		21.36	
72129	2012	0.14		142.80		14.28	
72131	2012	0.22		222.00		22.20	
72133	2012	0.22		218.40		21.84	
72135	2012	0.31		308.40		30.84	
72137	2012	0.15		154.80		15.48	
72139	2012	0.16		160.80		16.08	
72141	2012	0.13		133.20		13.32	
